,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
384,<3 Months,7273.0,7851.0,8428.0,9005.0,1715.0,380.0,410.0,445.0,480.0,10-0000895,841.0,Hyderabad East,946.0,846354.0,LACTODEX HMF SACHET 1 GM
389,<3 Months,0.0,0.0,13955.0,19416.0,61.0,1.0,1.0,25.0,34.0,10-0000906,17.0,Hyderabad East,64.0,677806.0,NAN PRO-1 TIN   400 GM
390,<3 Months,5341.0,5934.0,5341.0,4748.0,43.0,11.0,12.0,11.0,9.0,10-0000907,33.0,Hyderabad East,14.0,172304.0,NAN PRO 2 REFIL  400 GM
391,No Risk,554.0,416.0,277.0,139.0,17.0,5.0,5.0,4.0,3.0,10-0000909,16.0,Hyderabad East,4.0,24659.0,NATUROLAX -A POWDER 100 GM
393,No Risk,892.0,828.0,765.0,701.0,68.0,18.0,17.0,17.0,16.0,10-0000912,29.0,Hyderabad East,43.0,86004.0,NEOSPORIN POWDER 10 GM
394,<3 Months,3859.0,3573.0,3287.0,3287.0,119.0,33.0,30.0,28.0,28.0,10-0000913,72.0,Hyderabad East,54.0,179137.0,NESTUM RICE REFIL 400 GM
398,No Risk,3164.0,3515.0,3867.0,4218.0,59.0,13.0,14.0,15.0,17.0,10-0000918,42.0,Hyderabad East,20.0,331037.0,PEGLEC POWDER 137.5 GM
399,No Risk,8900.0,10012.0,11125.0,12237.0,46.0,10.0,11.0,12.0,13.0,10-0000919,24.0,Hyderabad East,25.0,1158626.0,PEPTAMEN JUNIOR VANILLA 400 GM
403,No Risk,1257.0,629.0,629.0,629.0,7.0,2.0,2.0,1.0,2.0,10-0000927,5.0,Hyderabad East,3.0,68442.0,SIMILAC ADVANCE -2  POWDER 400 GM
405,No Risk,60.0,89.0,112.0,97.0,68.0,12.0,18.0,20.0,18.0,10-0000932,5.0,Hyderabad East,72.0,5460.0,SPORLAC SACHETS 1GM
406,No Risk,3986.0,3654.0,3322.0,3654.0,54.0,14.0,13.0,13.0,14.0,10-0000933,11.0,Hyderabad East,46.0,457770.0,THREPTIN BISCUIT 275 GM
409,No Risk,947.0,947.0,710.0,710.0,18.0,5.0,5.0,4.0,4.0,10-0000936,11.0,Hyderabad East,9.0,37032.0,ZEFRICH  POWDER CHOCOLATE  200 GM
412,No Risk,8825.0,9022.0,9220.0,9417.0,3030.0,735.0,750.0,765.0,780.0,10-0000940,1677.0,Hyderabad East,1592.0,772036.0,BUDECORT RESPULES 0.5 MG 2 ML
414,<3 Months,21193.0,17477.0,14037.0,11835.0,2520.0,815.0,680.0,555.0,470.0,10-0000942,1354.0,Hyderabad East,1771.0,3328283.0,BUDESAL RESPULES  0.5 MG 2 ML
415,No Risk,12829.0,13102.0,13342.0,13615.0,1618.0,393.0,401.0,408.0,416.0,10-0000944,552.0,Hyderabad East,1162.0,1127777.0,ENTEROGERMINA RESPULES  2000 B 5 ML
419,<3 Months,4692.0,4547.0,4403.0,4307.0,3950.0,1030.0,1000.0,970.0,950.0,10-0000948,2344.0,Hyderabad East,2075.0,442875.0,LEVOLIN  RESPULES 0.63 MG 2.5 ML
421,<3 Months,24.0,33.0,47.0,57.0,47.0,8.0,10.0,13.0,16.0,10-0000950,42.0,Hyderabad East,14.0,53650.0,SALBAIR RESPULES 0.31 MG 2.5 ML
422,<3 Months,20.0,25.0,30.0,35.0,44.0,8.0,10.0,12.0,14.0,10-0000951,44.0,Hyderabad East,4.0,100486.0,SALBAIR RESPULES 0.63 MG 2.5 ML
425,No Risk,3393.0,2715.0,2262.0,1810.0,56.0,18.0,15.0,13.0,10.0,10-0000957,23.0,Hyderabad East,38.0,175100.0,BETADINE MOUTH WASH 2% 100 ML
429,No Risk,143.0,167.0,191.0,167.0,36.0,8.0,9.0,10.0,9.0,10-0000970,11.0,Hyderabad East,26.0,16370.0,GLYCERIN LIQUID 90 ML
430,<3 Months,1511.0,1606.0,1700.0,1795.0,82.0,19.0,20.0,21.0,22.0,10-0000971,44.0,Hyderabad East,41.0,175485.0,HEXIDINE MOUTH WASH .2% 160 ML
435,No Risk,1118.0,1230.0,1678.0,1454.0,119.0,25.0,27.0,35.0,32.0,10-0000981,63.0,Hyderabad East,63.0,138474.0,NEOTOMIC ENEMA LIQUID 20ML
437,<3 Months,381.0,417.0,441.0,465.0,164.0,36.0,40.0,43.0,45.0,10-0000985,67.0,Hyderabad East,100.0,42817.0,PROCTOCLYSIS ENEMA 100 ML
442,No Risk,472.0,354.0,354.0,354.0,19.0,5.0,5.0,4.0,5.0,10-0000995,13.0,Hyderabad East,7.0,36150.0,CLINGEN VAGINAL SUPPOSITORIES100 100MG7S
444,<3 Months,880.0,944.0,872.0,832.0,535.0,132.0,144.0,133.0,126.0,10-0000997,434.0,Hyderabad East,134.0,50541.0,DULCOFLEX 5 MG PAED SUPPOSITORIES  5 S
446,<3 Months,577.0,587.0,598.0,609.0,242.0,59.0,60.0,61.0,62.0,10-0001002,111.0,Hyderabad East,134.0,53290.0,JUSTIN SUPPOSITORIES 100 MG 5 S
447,No Risk,172.0,179.0,193.0,206.0,117.0,26.0,28.0,31.0,32.0,10-0001003,6.0,Hyderabad East,120.0,13049.0,JUSTIN SUPPOSITORIES 12.5 MG 5 S
448,<3 Months,206.0,240.0,265.0,291.0,125.0,26.0,30.0,33.0,36.0,10-0001004,64.0,Hyderabad East,75.0,12154.0,JUSTIN SUPPOSITORIES 25 MG
450,No Risk,174.0,112.0,100.0,249.0,62.0,17.0,12.0,10.0,23.0,10-0001006,2.0,Hyderabad East,69.0,6921.0,NEOMOL SUPPOSITORIES  250 MG 5 S
452,<3 Months,701.0,723.0,745.0,723.0,143.0,34.0,36.0,37.0,36.0,10-0001008,88.0,Hyderabad East,57.0,75440.0,SUPRIDOL SUPPOSITORIES 100 MG 5 S
467,<3 Months,4621.0,4236.0,4364.0,4749.0,158.0,40.0,38.0,39.0,41.0,10-0001670,60.0,Hyderabad East,105.0,202089.0,MERSILK 3-0 NW 5003(5002)
502,<3 Months,6311.0,5680.0,4102.0,3471.0,75.0,23.0,22.0,16.0,14.0,10-0001718,50.0,Hyderabad East,36.0,129026.0,VICRYL PLUS 1  VP - (2347)
504,<3 Months,8738.0,9362.0,8426.0,8114.0,131.0,33.0,35.0,32.0,31.0,10-0001721,86.0,Hyderabad East,49.0,362554.0,VICRYL 1-0 VP 2346
505,<3 Months,6258.0,5929.0,5600.0,5270.0,86.0,23.0,22.0,21.0,20.0,10-0001722,35.0,Hyderabad East,56.0,254306.0,VICRYL 1-0 NW 2364
506,<3 Months,10752.0,11277.0,11539.0,12064.0,190.0,45.0,47.0,48.0,50.0,10-0001723,141.0,Hyderabad East,54.0,441148.0,VICRYL 2-0 NW 2762
507,<3 Months,6653.0,5746.0,4839.0,5746.0,92.0,26.0,23.0,20.0,23.0,10-0001724,70.0,Hyderabad East,34.0,113057.0,VICRYL 2-0 VP 2317
515,<3 Months,2023.0,2226.0,1821.0,2226.0,49.0,12.0,13.0,11.0,13.0,10-0001734,3.0,Hyderabad East,50.0,126122.0,VICRYL 4-0 VP 2304
517,<3 Months,3797.0,2278.0,1898.0,4177.0,72.0,22.0,14.0,12.0,24.0,10-0001736,25.0,Hyderabad East,54.0,58683.0,VICRYL 5-0 VP 2303
519,<3 Months,7136.0,7493.0,6780.0,8207.0,103.0,25.0,26.0,24.0,28.0,10-0001738,69.0,Hyderabad East,40.0,588741.0,VICRYL RAPIDE 5-0 9915W
524,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0001745,12.0,Hyderabad East,0.0,226264.0,ALLEGRA SUSPENSION 30MG 100ML
527,No Risk,349.0,326.0,372.0,419.0,76.0,18.0,17.0,19.0,22.0,10-0001748,5.0,Hyderabad East,79.0,26684.0,AMBRODIL-S SYRUP 100ML
529,No Risk,1026.0,947.0,789.0,710.0,54.0,14.0,15.0,13.0,12.0,10-0001751,17.0,Hyderabad East,45.0,95044.0,ASCORIL -D PLUS SYRUP 120ML
530,No Risk,79.0,79.0,158.0,237.0,12.0,2.0,2.0,3.0,5.0,10-0001752,6.0,Hyderabad East,8.0,23059.0,ASCORIL EXPECTORANT 120 ML
533,<3 Months,1263.0,1473.0,1614.0,1473.0,98.0,21.0,25.0,27.0,25.0,10-0001755,43.0,Hyderabad East,68.0,156496.0,ATARAX SYRUP 10MG 100ML
534,No Risk,2160.0,2080.0,1960.0,1880.0,222.0,59.0,57.0,54.0,52.0,10-0001756,68.0,Hyderabad East,160.0,236553.0,AUGMENTIN DUO SYRUP30ML
535,No Risk,918.0,864.0,810.0,756.0,148.0,40.0,38.0,36.0,34.0,10-0001757,93.0,Hyderabad East,63.0,79729.0,AZEE SYRUP 100MG 15ML
536,No Risk,4226.0,3739.0,3901.0,3576.0,515.0,140.0,125.0,130.0,120.0,10-0001758,269.0,Hyderabad East,333.0,645830.0,AZEE SYRUP 200MG 15ML
537,<3 Months,967.0,1037.0,1093.0,1079.0,322.0,75.0,80.0,84.0,83.0,10-0001767,231.0,Hyderabad East,105.0,94629.0,BACTRIM SUSPENSION 240MG 50ML
541,No Risk,14.0,14.0,14.0,14.0,10.0,2.0,2.0,3.0,3.0,10-0001771,8.0,Hyderabad East,5.0,1888.0,BENDEX SUSPENSION 200MG 10ML
542,No Risk,2215.0,2658.0,2880.0,2547.0,105.0,23.0,27.0,29.0,26.0,10-0001774,50.0,Hyderabad East,65.0,367642.0,BEVON SUSPENSION 200ML
543,No Risk,14658.0,12344.0,15429.0,16201.0,91.0,23.0,21.0,23.0,24.0,10-0001777,59.0,Hyderabad East,37.0,1597488.0,BRAIN IQ SYP 150ML
544,No Risk,6596.0,6925.0,7145.0,7365.0,279.0,66.0,69.0,71.0,73.0,10-0001779,195.0,Hyderabad East,95.0,580379.0,CALCIMAX-PLUS SYRUP 180ML
545,<3 Months,2047.0,1919.0,1919.0,1791.0,71.0,19.0,17.0,18.0,17.0,10-0001780,30.0,Hyderabad East,52.0,189357.0,CALCIMAX-P SUSP 200ML
548,No Risk,1745.0,1357.0,1551.0,1163.0,42.0,12.0,10.0,11.0,9.0,10-0001784,13.0,Hyderabad East,34.0,143589.0,CARNISURE SYRUP 500MG 30ML
549,No Risk,3413.0,3047.0,2804.0,2560.0,109.0,31.0,28.0,26.0,24.0,10-0001785,44.0,Hyderabad East,79.0,334862.0,CEFOPROX DRY SYRUP 100MG 30ML
550,No Risk,276.0,346.0,276.0,415.0,23.0,5.0,6.0,5.0,7.0,10-0001786,3.0,Hyderabad East,22.0,26711.0,CEFOPROX DRY SYRUP 50MG 30ML
551,No Risk,243.0,189.0,243.0,216.0,41.0,11.0,9.0,11.0,10.0,10-0001789,6.0,Hyderabad East,38.0,27740.0,CETZINE SYRUP 5MG 60ML
552,No Risk,155.0,78.0,155.0,233.0,19.0,5.0,3.0,4.0,7.0,10-0001790,13.0,Hyderabad East,8.0,15224.0,CHERICOF CF SYRUP CHERRY 100ML
554,No Risk,1264.0,1185.0,1422.0,1343.0,85.0,21.0,19.0,23.0,22.0,10-0001794,10.0,Hyderabad East,84.0,123128.0,CITRALKA SYRUP 100ML
555,<3 Months,5594.0,5929.0,6489.0,5482.0,252.0,59.0,64.0,70.0,59.0,10-0001796,94.0,Hyderabad East,186.0,634432.0,CLAMP KID FORTE DRY SYRUP 457MG 30ML
561,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0001804,4.0,Hyderabad East,2.0,40368.0,CYCLOPAM SYRUP 30ML
566,No Risk,59.0,59.0,59.0,59.0,9.0,3.0,2.0,2.0,2.0,10-0001812,6.0,Hyderabad East,4.0,54994.0,DIOF DS SYRUP 30ML
569,No Risk,3393.0,3214.0,3274.0,3065.0,480.0,124.0,119.0,122.0,115.0,10-0001816,443.0,Hyderabad East,65.0,283124.0,DOMSTAL SYRUP 1MG 30ML
571,No Risk,9700.0,8083.0,6466.0,4850.0,110.0,35.0,30.0,25.0,20.0,10-0001824,77.0,Hyderabad East,52.0,1710743.0,FLUVIR SYRUP 12MG 75ML
572,No Risk,508.0,444.0,508.0,444.0,38.0,10.0,9.0,10.0,9.0,10-0001825,8.0,Hyderabad East,33.0,37068.0,FUROPED SYRUP 10MG 30ML
573,No Risk,435.0,652.0,543.0,435.0,31.0,7.0,9.0,8.0,7.0,10-0001828,24.0,Hyderabad East,12.0,57342.0,GELUSIL-MPS SYRUP - 200ML
575,No Risk,76.0,0.0,0.0,76.0,6.0,2.0,1.0,1.0,2.0,10-0001833,2.0,Hyderabad East,5.0,6753.0,GRILINCTUS-BM SYRUP 100 ML
579,No Risk,1268.0,1097.0,960.0,823.0,147.0,43.0,38.0,35.0,31.0,10-0001838,97.0,Hyderabad East,57.0,59468.0,IBUGESIC PLUS SYRUP 100ML
580,No Risk,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0001845,6.0,Hyderabad East,0.0,87294.0,LEVERA SYRUP 100MG 200ML
582,No Risk,10138.0,9504.0,9187.0,8870.0,144.0,38.0,37.0,35.0,34.0,10-0001847,114.0,Hyderabad East,36.0,891624.0,LEVIPIL SYRUP 100MG 100ML
583,No Risk,1537.0,1708.0,1878.0,1964.0,100.0,21.0,24.0,27.0,28.0,10-0001852,63.0,Hyderabad East,41.0,196849.0,LUPIZYME SYRUP 200ML
585,No Risk,3105.0,3312.0,3519.0,3657.0,217.0,49.0,53.0,56.0,59.0,10-0001854,84.0,Hyderabad East,149.0,300996.0,MAXTRA SYRUP 60ML
586,No Risk,1975.0,1903.0,1856.0,1808.0,372.0,96.0,94.0,92.0,90.0,10-0001857,200.0,Hyderabad East,188.0,191074.0,MEFTAL-P SUSPENSION 100MG 60ML
588,No Risk,81.0,54.0,54.0,27.0,12.0,4.0,3.0,3.0,2.0,10-0001860,8.0,Hyderabad East,6.0,3527.0,METROGYL SUSPENSION 60 ML
589,No Risk,6426.0,6834.0,7344.0,6018.0,276.0,67.0,70.0,76.0,63.0,10-0001864,122.0,Hyderabad East,166.0,760947.0,MONTAIR LC KID SYRUP 60 ML
590,No Risk,1014.0,1183.0,1014.0,845.0,31.0,7.0,9.0,8.0,7.0,10-0001865,11.0,Hyderabad East,22.0,110567.0,MUCAINE GEL 200ML
591,No Risk,320.0,256.0,256.0,192.0,20.0,6.0,5.0,5.0,4.0,10-0001866,7.0,Hyderabad East,14.0,16248.0,MUCOLITE SYRUP 30MG 100ML
597,No Risk,932.0,860.0,812.0,884.0,182.0,47.0,44.0,43.0,48.0,10-0001883,70.0,Hyderabad East,118.0,71254.0,OMNACORTIL SYRUP 5MG 60ML
598,No Risk,2876.0,2958.0,3039.0,3093.0,480.0,115.0,119.0,122.0,124.0,10-0001884,404.0,Hyderabad East,109.0,202414.0,ONDEM SYRUP 2MG 30ML
599,No Risk,1285.0,1178.0,964.0,1071.0,50.0,14.0,13.0,11.0,12.0,10-0001885,43.0,Hyderabad East,11.0,55091.0,OSSOPAN D SYRUP 200 ML
600,No Risk,123.0,123.0,246.0,369.0,12.0,2.0,2.0,3.0,5.0,10-0001886,4.0,Hyderabad East,9.0,22756.0,OSTOCALCIUM-B12 SYRUP 200ML
602,No Risk,157.0,157.0,235.0,157.0,15.0,3.0,3.0,5.0,4.0,10-0001889,6.0,Hyderabad East,11.0,20914.0,PECEF DRY SYRUP 50MG 30ML
603,No Risk,2204.0,1889.0,1763.0,1826.0,145.0,41.0,37.0,33.0,34.0,10-0001892,54.0,Hyderabad East,98.0,236141.0,PEDICLORYL SYRUP 500MG 30 ML
608,No Risk,100.0,199.0,149.0,100.0,19.0,4.0,6.0,5.0,4.0,10-0001897,8.0,Hyderabad East,13.0,14702.0,POTKLOR SYRUP 200 ML
609,No Risk,545.0,409.0,272.0,681.0,20.0,5.0,4.0,4.0,7.0,10-0001898,12.0,Hyderabad East,10.0,39444.0,POTRATE SYRUP 200 ML
611,No Risk,3023.0,3298.0,3160.0,3023.0,202.0,49.0,53.0,51.0,49.0,10-0001902,92.0,Hyderabad East,117.0,317951.0,RANTAC MINT SYRUP 100 ML
612,No Risk,1047.0,985.0,923.0,862.0,70.0,19.0,18.0,17.0,16.0,10-0001903,34.0,Hyderabad East,44.0,89322.0,RECOFAST  SYRUP 60 ML
613,<3 Months,8230.0,6828.0,6218.0,5426.0,505.0,153.0,129.0,118.0,105.0,10-0001904,328.0,Hyderabad East,223.0,810136.0,RELENT PLUS SYRUP 60ML
616,No Risk,686.0,857.0,1029.0,1200.0,56.0,10.0,13.0,15.0,18.0,10-0001913,50.0,Hyderabad East,14.0,39408.0,SINAREST SYRUP100ML
617,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0001914,3.0,Hyderabad East,0.0,6085.0,SINAREST PAED SYRUP 75ML
622,No Risk,1723.0,1970.0,2216.0,1846.0,81.0,17.0,20.0,23.0,21.0,10-0001922,40.0,Hyderabad East,43.0,205211.0,SUCRAL SYRUP 1GM 200 ML
623,No Risk,823.0,1029.0,823.0,1234.0,25.0,5.0,7.0,5.0,8.0,10-0001923,3.0,Hyderabad East,26.0,135886.0,SUCRAL-O SYRUP  200 ML
626,No Risk,1201.0,1144.0,1087.0,1029.0,94.0,25.0,24.0,23.0,22.0,10-0001926,53.0,Hyderabad East,46.0,113187.0,TAXIM O FORTE SYRUP 30 ML
629,No Risk,1832.0,1749.0,1666.0,1582.0,98.0,26.0,25.0,24.0,23.0,10-0001931,29.0,Hyderabad East,73.0,153795.0,TONOFERON PAED SYRUP 100 ML
630,No Risk,402.0,402.0,402.0,502.0,19.0,4.0,5.0,5.0,5.0,10-0001932,1.0,Hyderabad East,21.0,109211.0,TRIFER SYRUP 50 MG 150 ML
631,No Risk,4570.0,5180.0,5637.0,5332.0,167.0,37.0,42.0,45.0,43.0,10-0001936,149.0,Hyderabad East,26.0,452324.0,VALANCE SYRUP 250 MG 100 ML
634,No Risk,1293.0,1186.0,1078.0,970.0,50.0,14.0,13.0,12.0,11.0,10-0001942,34.0,Hyderabad East,18.0,92438.0,VITCOFOL SYRUP 200 ML
635,No Risk,3219.0,3047.0,2874.0,2817.0,232.0,60.0,59.0,57.0,56.0,10-0001946,145.0,Hyderabad East,98.0,216317.0,Z and D-DS SUSPENSION 20MG 15 ML
636,No Risk,401.0,358.0,330.0,373.0,114.0,31.0,28.0,26.0,29.0,10-0001947,65.0,Hyderabad East,53.0,35356.0,ZENTEL 400MG SYRUP10ML
637,No Risk,3343.0,3227.0,3112.0,2997.0,126.0,33.0,32.0,31.0,30.0,10-0001949,62.0,Hyderabad East,70.0,363470.0,ZINCOVIT SYRUP 200ML
638,No Risk,3678.0,3598.0,3558.0,3478.0,375.0,96.0,94.0,94.0,91.0,10-0001950,229.0,Hyderabad East,159.0,389154.0,ZIPRAX DRY SYRUP 100 MG  30 ML
639,No Risk,656.0,687.0,781.0,687.0,107.0,25.0,26.0,30.0,26.0,10-0001951,42.0,Hyderabad East,73.0,50814.0,ZIPRAX  DRY SYRUP 50 MG  30 ML
640,No Risk,207.0,103.0,103.0,103.0,7.0,2.0,2.0,2.0,1.0,10-0001952,2.0,Hyderabad East,7.0,15126.0,ZOVIRAX SYRUP 400MG100ML
641,No Risk,1191.0,1230.0,1268.0,1307.0,1540.0,370.0,380.0,390.0,400.0,10-0001953,625.0,Hyderabad East,1010.0,102538.0,6-MP TAB (MERCAPTOPURINE) 50MG 10S
644,No Risk,113.0,118.0,125.0,132.0,303.0,70.0,73.0,78.0,82.0,10-0001958,121.0,Hyderabad East,210.0,11155.0,ALDACTONE 25MG TAB 15S
646,No Risk,685.0,770.0,856.0,941.0,230.0,50.0,55.0,60.0,65.0,10-0001960,105.0,Hyderabad East,168.0,134874.0,ALLEGRA 120 MG TAB 10 S
650,No Risk,424.0,471.0,528.0,490.0,1175.0,265.0,290.0,320.0,300.0,10-0001969,461.0,Hyderabad East,841.0,44247.0,ARKAMIN TAB 100MCG30S
652,No Risk,80.0,76.0,102.0,87.0,179.0,42.0,40.0,52.0,45.0,10-0001972,17.0,Hyderabad East,178.0,5983.0,ATARAX TAB 10MG15S
657,No Risk,3343.0,3104.0,2866.0,2627.0,1080.0,300.0,280.0,260.0,240.0,10-0001978,661.0,Hyderabad East,508.0,309253.0,AUGMENTIN DUO TAB 625MG10S
659,No Risk,3360.0,2940.0,2688.0,2520.0,1570.0,450.0,400.0,370.0,350.0,10-0001981,986.0,Hyderabad East,755.0,308297.0,AXEPTA TAB 10MG 10S
662,No Risk,1628.0,1487.0,1345.0,1416.0,475.0,130.0,120.0,110.0,115.0,10-0001984,161.0,Hyderabad East,369.0,211402.0,AZEE TAB 500MG
666,No Risk,198.0,179.0,160.0,217.0,480.0,125.0,115.0,105.0,135.0,10-0001989,333.0,Hyderabad East,190.0,14903.0,BACTRIM DS TAB10S
667,No Risk,217.0,276.0,336.0,316.0,660.0,130.0,160.0,190.0,180.0,10-0001992,315.0,Hyderabad East,385.0,24542.0,BENADON TAB 40MG10S
668,No Risk,542.0,452.0,407.0,362.0,275.0,80.0,70.0,65.0,60.0,10-0001993,113.0,Hyderabad East,202.0,45796.0,BENALGIS TAB 100MG10S
672,No Risk,20.0,23.0,26.0,28.0,146.0,32.0,35.0,38.0,41.0,10-0002003,85.0,Hyderabad East,80.0,2030.0,BRUFEN TAB 400MG15S
673,No Risk,187.0,196.0,202.0,211.0,333.0,79.0,82.0,84.0,88.0,10-0002005,101.0,Hyderabad East,265.0,17083.0,BUSCOGAST TAB 10MG10S
677,<3 Months,806.0,865.0,850.0,900.0,6360.0,1503.0,1607.0,1581.0,1669.0,10-0002011,2269.0,Hyderabad East,4286.0,105042.0,CALPOL TAB 500MG15S
678,No Risk,199.0,199.0,249.0,299.0,26.0,5.0,6.0,7.0,8.0,10-0002012,4.0,Hyderabad East,24.0,25023.0,CANDID-V3 TAB 200MG VAG 3S
679,No Risk,410.0,456.0,501.0,410.0,51.0,12.0,13.0,14.0,12.0,10-0002013,36.0,Hyderabad East,18.0,32219.0,CANDID-V6 TAB 100MG VAG 6S
683,No Risk,850.0,667.0,549.0,418.0,217.0,72.0,57.0,49.0,39.0,10-0002021,85.0,Hyderabad East,154.0,60540.0,CEFOPROX TAB 200MG10S
684,No Risk,494.0,576.0,741.0,494.0,74.0,16.0,18.0,24.0,16.0,10-0002023,20.0,Hyderabad East,73.0,48587.0,CEFTUM TAB 500MG 4 S
685,No Risk,8.0,11.0,14.0,16.0,56.0,11.0,13.0,15.0,17.0,10-0002024,55.0,Hyderabad East,53.0,4380.0,CETZINE TAB 10MG10S
689,No Risk,891.0,1002.0,1114.0,980.0,215.0,48.0,54.0,60.0,53.0,10-0002031,82.0,Hyderabad East,144.0,90844.0,CLAMP KID FORTE TAB10S
692,No Risk,203.0,222.0,228.0,212.0,594.0,141.0,150.0,159.0,144.0,10-0002036,274.0,Hyderabad East,346.0,25228.0,COMBIFLAM TAB 400+325MG20S
694,No Risk,94.0,83.0,62.0,83.0,230.0,60.0,60.0,50.0,60.0,10-0002039,76.0,Hyderabad East,191.0,5450.0,COMBUTOL TAB 400MG10S
695,<3 Months,3450.0,3105.0,2932.0,2760.0,640.0,175.0,160.0,155.0,150.0,10-0002040,362.0,Hyderabad East,610.0,447809.0,CREON 10000 CAP10S
696,No Risk,100.0,104.0,108.0,111.0,630.0,150.0,155.0,160.0,165.0,10-0002041,575.0,Hyderabad East,113.0,13815.0,CROCIN ADVANCE 500MG TAB 15S
698,No Risk,199.0,214.0,226.0,237.0,286.0,64.0,70.0,74.0,78.0,10-0002043,92.0,Hyderabad East,206.0,18900.0,CYCLOPAM TAB 20MG 10S
707,<3 Months,275.0,238.0,220.0,257.0,660.0,180.0,160.0,150.0,170.0,10-0002062,361.0,Hyderabad East,337.0,24810.0,DOMSTAL TAB 10MG10S
708,No Risk,80.0,120.0,160.0,120.0,360.0,60.0,90.0,120.0,90.0,10-0002063,33.0,Hyderabad East,425.0,16435.0,DOMSTAL DT TAB 5MG15S
709,No Risk,1199.0,1259.0,1319.0,1379.0,1060.0,250.0,260.0,270.0,280.0,10-0002064,472.0,Hyderabad East,637.0,119378.0,DOXINATE TAB 30S
712,No Risk,1.0,2.0,2.0,3.0,18.0,3.0,4.0,5.0,6.0,10-0002067,5.0,Hyderabad East,25.0,971.0,DULCOLAX TAB 5MG10S
714,<3 Months,20323.0,21024.0,21725.0,22426.0,2880.0,690.0,710.0,730.0,750.0,10-0002069,2001.0,Hyderabad East,1000.0,2480697.0,DUPHASTON 10MG TAB 10S
715,No Risk,88.0,83.0,96.0,92.0,105.0,25.0,24.0,28.0,28.0,10-0002070,4.0,Hyderabad East,106.0,9818.0,ECOSPRIN TAB 75MG14S
716,No Risk,179.0,197.0,215.0,224.0,121.0,27.0,29.0,32.0,33.0,10-0002071,71.0,Hyderabad East,55.0,20839.0,ECOSPRIN TAB 150MG14S
719,No Risk,1992.0,2241.0,1743.0,1494.0,38.0,10.0,11.0,9.0,8.0,10-0002088,35.0,Hyderabad East,6.0,142442.0,FEMILON TAB 21S
723,No Risk,220.0,198.0,165.0,110.0,83.0,25.0,23.0,20.0,15.0,10-0002092,116.0,Hyderabad East,11.0,44687.0,FLORICOT TAB 100MCG10S
724,No Risk,199.0,219.0,238.0,258.0,580.0,130.0,140.0,150.0,160.0,10-0002094,514.0,Hyderabad East,120.0,13160.0,FLUNARIN TAB 5MG10S
725,No Risk,1284.0,1606.0,1284.0,1606.0,26.0,5.0,7.0,6.0,8.0,10-0002095,17.0,Hyderabad East,14.0,212686.0,FLUVIR CAPS 75 MG 10 S
726,No Risk,2378.0,2306.0,2260.0,2201.0,7540.0,1905.0,1880.0,1890.0,1865.0,10-0002096,5602.0,Hyderabad East,2105.0,188907.0,FOLVITE TAB 5MG 45S
729,No Risk,472.0,708.0,236.0,16.0,190.0,62.0,92.0,32.0,4.0,10-0002100,39.0,Hyderabad East,228.0,37009.0,FRISIUM TAB 10MG15S
730,<3 Months,1188.0,1234.0,1279.0,1325.0,1260.0,300.0,310.0,320.0,330.0,10-0002101,647.0,Hyderabad East,718.0,155950.0,FRISIUM TAB 5MG 15S
732,No Risk,3346.0,3117.0,3270.0,3422.0,1890.0,480.0,450.0,470.0,490.0,10-0002107,1514.0,Hyderabad East,614.0,160914.0,GLYCOLATE TAB 1MG10S
733,No Risk,65.0,80.0,101.0,116.0,355.0,65.0,80.0,100.0,110.0,10-0002109,103.0,Hyderabad East,335.0,12075.0,GLYCOMET TAB 500MG10S
734,No Risk,453.0,423.0,408.0,453.0,1450.0,350.0,360.0,350.0,390.0,10-0002111,1102.0,Hyderabad East,557.0,46465.0,GLYCOMET SR TAB 500MG 20S
736,No Risk,380.0,329.0,405.0,354.0,700.0,175.0,170.0,185.0,170.0,10-0002116,712.0,Hyderabad East,166.0,35294.0,HISONE TAB 5MG10S
737,No Risk,236.0,247.0,257.0,268.0,1060.0,250.0,260.0,270.0,280.0,10-0002124,92.0,Hyderabad East,1167.0,29049.0,INDERAL 10MG TAB15S
740,No Risk,716.0,771.0,661.0,827.0,740.0,180.0,190.0,170.0,200.0,10-0002127,300.0,Hyderabad East,548.0,57563.0,LACOSET TAB 50MG10S
741,No Risk,222.0,222.0,111.0,222.0,182.0,46.0,46.0,30.0,60.0,10-0002128,33.0,Hyderabad East,180.0,23795.0,LAMITOR-DT TAB 25MG15S
742,<3 Months,5847.0,5633.0,5490.0,5348.0,1795.0,460.0,450.0,445.0,440.0,10-0002130,479.0,Hyderabad East,1442.0,599198.0,JUNIOR LANZOL DT 30MGTAB 10S
